Frequency,Nominal,Min,Max
10,-0.19875371895681,-0.2108227514384226,-0.18689159601649938
10.232929922807541,-0.20339930954754187,-0.21575260872460608,-0.19125815332659418
10.471285480508994,-0.20815427448714324,-0.2207986928923918,-0.19572738536967832
10.715193052376064,-0.21302124699451183,-0.2259638140673465,-0.20030175440702794
10.96478196143185,-0.21800292801630167,-0.23125085555099412,-0.2049837853087445
11.220184543019634,-0.2231020882942536,-0.23666277612072106,-0.20977606741213828
11.481536214968827,-0.22832157051955457,-0.24220261243093275,-0.2146812564548774
11.748975549395295,-0.23366429157948718,-0.24787348152181699,-0.21970207658723429
12.022644346174129,-0.2391332449020222,-0.2536785834425719,-0.22484132246807842
12.302687708123814,-0.24473150290445803,-0.2596212039964976,-0.2301018614496228
12.589254117941671,-0.250462219552681,-0.26570471761594305,-0.23548663585631271
12.882495516931337,-0.2563286330381397,-0.2719325903757423,-0.2409986653636555
13.182567385564068,-0.2623340685801947,-0.27830838315447504,-0.24664104948325075
13.489628825916533,-0.2684819413621161,-0.2848357549536468,-0.2524169701607618
13.803842646028844,-0.2747757596096695,-0.2915184663857163,-0.2583296944941108
14.125375446227538,-0.2812191278219605,-0.2983603833427945,-0.2643825775797542
14.45439770745927,-0.2878157501649952,-0.30536548085882814,-0.2705790654955328
14.791083881682068,-0.2945694340392805,-0.3125378471791449,-0.27692269842927175
15.135612484362076,-0.3014840938337189,-0.319881688052402,-0.28341711396306146
15.488166189124808,-0.30856375487908105,-0.3274013312612433,-0.29006605052395507
15.84893192461113,-0.3158125576154389,-0.33510123140934733,-0.29687335101271506
16.218100973589294,-0.3232347619891597,-0.342985974984042,-0.30384296662319554
16.5958690743756,-0.3308347520963672,-0.351060285715284,-0.31097896086600335
16.982436524617437,-0.3386170410912095,-0.3593290302535672,-0.3182855138112221
17.37800828749375,-0.3465862763788176,-0.367797224191232,-0.32576692656621775
17.78279410038922,-0.3547472451145314,-0.3764700384537216,-0.3334276260059099
18.197008586099827,-0.3631048800327923,-0.3853528060895762,-0.3412721697743437
18.620871366628666,-0.37166426563108634,-0.3944510294903744,-0.3493052515780066
19.054607179632463,-0.3804306447364665,-0.4037703880744584,-0.3575317067930578
19.498445997580443,-0.3894094254845123,-0.4133167464710881,-0.36595651841051924
19.952623149688787,-0.39860618874308723,-0.423096163244715,-0.374584823345515
20.417379446695282,-0.4080266960159653,-0.43311490020231214,-0.3834219191388487
20.892961308540382,-0.4176768978643144,-0.4433794323301803,-0.3924732710815949
21.379620895022306,-0.42756294288715513,-0.4538964584103645,-0.40174451979595427
21.87761623949551,-0.437691187305265,-0.4646729123707529,-0.4112414893084008
22.38721138568338,-0.4480682051965897,-0.4757159754271037,-0.4209701956541318
22.908676527677713,-0.45870079943503134,-0.4870330890796222,-0.4309368560550435
23.442288153199204,-0.46959601338853396,-0.49863196903128904,-0.4411478987168795
23.988329190194886,-0.4807611434366502,-0.5105206200998809,-0.45160997329486896
24.547089156850284,-0.4922037523722431,-0.5227073522004784,-0.46232996208106025
25.11886431509578,-0.5039316837566337,-0.5352007974801769,-0.4733149919706715
25.703957827688615,-0.5159530773023018,-0.5480099286915997,-0.48457244726913135
26.302679918953796,-0.5282763853621453,-0.5611440788965727,-0.4961099834059991
26.915348039269134,-0.5409103906092065,-0.5746129625957748,-0.507935541626679
27.54228703338164,-0.5538642249956329,-0.5884266983841966,-0.5200573647376688
28.183829312644512,-0.5671473900842717,-0.6025958332355202,-0.5324840139859972
28.840315031266034,-0.5807697788505863,-0.6171313685208101,-0.5452243871584055
29.51209226666383,-0.5947416990563074,-0.6320447878678055,-0.5582877379906213
30.199517204020136,-0.6090738982990929,-0.6473480869660955,-0.571683696981621
30.902954325135877,-0.6237775908441918,-0.6630538054200064,-0.5854222937118834
31.622776601683764,-0.6388644863442137,-0.6791750607443552,-0.5995139807681267
32.3593656929628,-0.6543468205510803,-0.6957255845873931,-0.613969659379526
33.11311214825908,-0.6702373881194321,-0.7127197612492109,-0.6288007068716421
33.88441561392022,-0.6865495775923713,-0.7301726685411408,-0.6440190060437502
34.67368504525312,-0.7032974086473636,-0.7481001210006271,-0.6596369765723844
35.481338923357505,-0.7204955716612944,-0.7665187154345927,-0.6756676085379894
36.30780547701009,-0.7381594696274065,-0.7854458787099804,-0.6921244981617514
37.15352290971721,-0.7563052624214073,-0.8048999176399252,-0.7090218858248274
38.018939632056075,-0.7749499133671414,-0.8249000707243308,-0.7263746964210485
38.90451449942801,-0.7941112379911361,-0.8454665613901448,-0.7441985820650521
39.81071705534967,-0.8138079547768772,-0.8666206522343687,-0.7625099671387825
40.738027780411215,-0.8340597376298545,-0.88838469959579,-0.7813260956079634
41.68693834703348,-0.854887269638722,-0.9107822075627164,-0.8006650804736306
42.6579518801592,-0.8763122975608131,-0.9338378802556868,-0.8205459551386316
43.651583224016534,-0.898357686265425,-0.9575776708973287,-0.8409887263610814
44.668359215096245,-0.9210474721283599,-0.9820288257862182,-0.8620144283311235
45.70881896148743,-0.9444069140778057,-1.0072199208171957,-0.8836451772383767
