Frequency,Nominal,Min,Max
10,0.0031632636829873654,0.0033553483007658946,0.002974472132835945
10.232929922807541,0.003163512872673728,0.0033556463713250496,0.0029746788786963138
10.471285480508994,0.0031637740917293475,0.0033559588712832353,0.0029748955787730486
10.715193052376064,0.0031640479342794608,0.0033562865169976014,0.0029751227222908736
10.96478196143185,0.0031643350250231696,0.0033566300620139636,0.0029753608234371364
11.220184543019634,0.0031646360209151153,0.003356990299138738,0.002975610422717273
11.481536214968827,0.0031649516129484715,0.0033573680626376133,0.0029758720883906885
11.748975549395295,0.0031652825280460628,0.003357764230569465,0.0029761464179923493
12.022644346174129,0.003165629531066758,0.003358179727264669,0.00297643403994571
12.302687708123814,0.0031659934269349208,0.003358615525957564,0.0029767356152730316
12.589254117941671,0.0031663750629011994,0.003359072651583557,0.0029770518394096157
12.882495516931337,0.003166775330943504,0.003359552183752072,0.0029773834441288363
13.182567385564068,0.003167195170317708,0.0033600552599073684,0.0029777311995854796
13.489628825916533,0.003167635570268252,0.0033605830786900557,0.00297809591648532
13.803842646028844,0.0031680975729095457,0.0033611369035130866,0.002978478448389508
14.125375446227538,0.003168582276289861,0.0033617180663669008,0.0029788796941628967
14.45439770745927,0.003169090837650183,0.003362327971869457,0.0029793006005761373
14.791083881682068,0.003169624476891411,0.003362968101577932,0.002979742165071997
15.135612484362076,0.003170184480264163,0.0033636400185800084,0.0029802054387071874
15.488166189124808,0.0031707722042964934,0.0033643453723838437,0.002980691529281659
15.84893192461113,0.00317138907997577,0.003365085904127089,0.002981201604668274
16.218100973589294,0.003172036617202148,0.0033658634521266254,0.0029817368963565537
16.5958690743756,0.0031727164095321516,0.003366679957792009,0.0029822987032251977
16.982436524617437,0.0031734301392321246,0.003367537471927087,0.0029828883955590624
17.37800828749375,0.0031741795826625147,0.003368438161445644,0.00298350741932725
17.78279410038922,0.003174966616015316,0.003369384316528429,0.002984157300740206
18.197008586099827,0.0031757932214283077,0.0033703783582504617,0.0029848396511046936
18.620871366628666,0.003176661493501107,0.003371422846708933,0.0029855561719968607
19.054607179632463,0.003177573646239463,0.0033725204896836113,0.0029863086607747587
19.498445997580443,0.003178532020455674,0.0033736741518629824,0.002987099016452993
19.952623149688787,0.0031795390916543654,0.0033748868646708333,0.002987929245963481
20.417379446695282,0.0031805974784342864,0.0033761618367291585,0.002988801470827634
20.892961308540382,0.0031817099514381106,0.003377502464994349,0.0029897179342665953
21.379620895022306,0.0031828794428834743,0.0033789123466045,0.0029906810087775046
21.87761623949551,0.003184109056709549,0.0033803952914761353,0.0029916932042050527
22.38721138568338,0.0031854020793744375,0.0033819553356888546,0.00299275717633879
22.908676527677713,0.003186761991339265,0.003383596755695906,0.0029938757360678217
23.442288153199204,0.003188192479275252,0.0033853240833977283,0.002995051859125466
23.988329190194886,0.0031896974490299205,0.003387142122113573,0.002996288696457284
24.547089156850284,0.003191281039387944,0.0033890559634834113,0.0029975895852464014
25.11886431509578,0.0031929476366608653,0.003391071005328202,0.0029989580606302134
25.703957827688615,0.0031947018901376835,0.0033931929704908077,0.0030003978681423992
26.302679918953796,0.003196548728425109,0.0033954279266722857,0.0030019129769132493
26.915348039269134,0.00319849337670169,0.0033977823072682527,0.003003507593659944
27.54228703338164,0.0032005413749038834,0.0034002629331973165,0.003005186177495961
28.183829312644512,0.003202698596854001,0.003402877035697373,0.003006953455585396
28.840315031266034,0.003204971270329432,0.0034056322800452214,0.0030088144396632228
29.51209226666383,0.0032073659980592106,0.0034085367901298277,0.0030107744434361232
30.199517204020136,0.003209889779616966,0.00341159917377822,0.003012839100870202
30.902954325135877,0.0032125500341582767,0.0034148285486948105,0.0030150143853610984
31.622776601683764,0.0032153546239242123,0.0034182345688280554,0.003017306629768444
32.3593656929628,0.003218311878400563,0.0034218274509213342,0.003019722547279387
33.11311214825908,0.0032214306189826693,0.0034256180009359562,0.003022269253044562
